"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Skip-A-Long Moline","Early Head Start","4800 60th St","","Moline","IL","61265","8104","Rock Island County",false,"(1) 309-764","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4651,-90.4553","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(1) 309-764","(1) 309-764",41.4651,-90.4553
"It's A Child's World 1106","Head Start","644 Crosstown Ave","","Silvis","IL","61282","1649","Rock Island County",false,"(309) 792-8616","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4986,-90.4212","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 792-8616","(309)792-4555",41.4986,-90.4212
"Aledo 1301","Head Start","1109 SE 3rd St","","Aledo","IL","61231","9437","Mercer County",false,"(309) 582-3668","https://maps.google.com?saddr=40.633,-89.399&daddr=41.2005,-90.7369","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 582-3668","(309)792-4555",41.2005,-90.7369
"North Macoupin County Head Start Center","Head Start","231 W Fortune St","North Macoupin Head Start","Virden","IL","62690","1228","Macoupin County",false,"(217) 965-4548","https://maps.google.com?saddr=40.633,-89.399&daddr=39.5067,-89.7762","05CH012028","000","Illinois Valley Economic Development Corporation","223 S Macoupin St","","Gillespie","IL","62033","1605","Macoupin County","(217) 965-4548","(217)839-4431",39.5067,-89.7762
"STERLING WALLACE","Head Start and Early Head Start","506 W 4th St","","Sterling","IL","61081","3412","Whiteside County",false,"(815) 669-5904","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7892,-89.7031","05CH010856","000","Tri-County Opportunities Council, Inc.","405 Emmons Ave","","Rock Falls","IL","61071","1407","Whiteside County","(815) 669-5904","(815)625-7830 - 34",41.7892,-89.7031
"Florence Aldridge CDC 1101 & 12 Home-Based for Mercer, Henry, RI Co.","Head Start","499 27th St","","East Moline","IL","61244","1870","Rock Island County",false,"(309) 792-4555","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5274,-90.4184","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 792-4555","(309)792-4555",41.5274,-90.4184
"Play Palz 101","Early Head Start","190 Concordia Dr","","Chebanse","IL","60922","9761","Kankakee County",false,"(815) 697-3800","https://maps.google.com?saddr=40.633,-89.399&daddr=41.0064,-87.9107","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 697-3800","(815)741-1163 - 222",41.0064,-87.9107
"Skip-A-Long Milan","Early Head Start","1800 1st St W","","Milan","IL","61264","3347","Rock Island County",false,"(1) 309-787","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4328,-90.5685","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(1) 309-787","(1) 309-787",41.4328,-90.5685
"Springbrook 1103","Head Start","4251 - 11th Ave","","Moline","IL","61265","-1","Rock Island County",false,"(309) 762-6438","https://maps.google.com?saddr=40.633,-89.399&daddr=41.503,-90.4781","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 762-6438","(309)792-4555",41.503,-90.4781
"Ridgewood","Head Start","9607 14th St W","","Rock Island","IL","61201","7844","Rock Island County",false,"(309) 793-5980","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4241,-90.5856","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5980","(309) 793-5980",41.4241,-90.5856
"P&J Tender Care 1108","Head Start","4544 3rd St","","Moline","IL","61265","6104","Rock Island County",false,"(309) 792-4555","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4687,-90.5337","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 792-4555","(309)792-4555",41.4687,-90.5337
"P & J Tendercare","Early Head Start","4544 3rd St","","Moline","IL","61265","6104","Rock Island County",false,"(309) 764-6908","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4687,-90.5337","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(309) 764-6908","(309) 764-6908",41.4687,-90.5337
"Jefferson","Head Start","1306 W. 4th Street","","Milan","IL","61264","-1","Rock Island County",false,"(309) 793-5985","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4385,-90.5722","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5985","(309) 793-5985",41.4385,-90.5722
"DIXON","Head Start and Early Head Start","501 S Lincoln Ave","","Dixon","IL","61021","3345","Lee County",false,"(815) 669-5760","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8368,-89.4971","05CH010856","000","Tri-County Opportunities Council, Inc.","405 Emmons Ave","","Rock Falls","IL","61071","1407","Whiteside County","(815) 669-5760","(815)625-7830 - 34",41.8368,-89.4971
"Henderson County Head Start","Head Start","199 7th Street","","Oquawka","IL","61469","-1","Henderson County",false,"(309) 734-3151","https://maps.google.com?saddr=40.633,-89.399&daddr=40.9375,-90.9472","05CH011223","000","West Central Community Services, Inc.","321 E Euclid Ave","","Monmouth","IL","61462","1312","Warren County","(309) 734-3151","(309)734-3151 - 235",40.9375,-90.9472
"CEFS Head Start 0-5 Program-Sullivan","Head Start","10 Hawthorne Ln","Ste B","Sullivan","IL","61951","9407","Moultrie County",false,"(217) 994-2023","https://maps.google.com?saddr=40.633,-89.399&daddr=39.5847,-88.6059","05CH011248","000","C.E.F.S. ECONOMIC OPPORTUNITY CORPORATION","1805 S Banker St","","Effingham","IL","62401","2765","Effingham County","(217) 994-2023","(217)342-2193 - 139",39.5847,-88.6059
"Moline Kids Campus 1107","Head Start","1505 7th St","","Moline","IL","61265","2918","Rock Island County",false,"(309) 792-4555","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4978,-90.5282","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 792-4555","(309)792-4555",41.4978,-90.5282
"Home Based","Early Head Start","1 Montgomery Dr","","Moline","IL","61265","1286","Rock Island County",false,"(309) 781-5677","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5124,-90.5115","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(309) 781-5677","(309) 781-5677",41.5124,-90.5115
"Pregnant Moms","Early Head Start","1 Montgomery Dr","","Moline","IL","61265","1286","Rock Island County",false,"(309) 781-5677","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5124,-90.5115","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(309) 781-5677","(309) 781-5677",41.5124,-90.5115
"Esperanza Center","Head Start","335 5th Ave","","Moline","IL","61265","1149","Rock Island County",false,"(309) 792-4555","https://maps.google.com?saddr=40.633,-89.399&daddr=41.505,-90.5325","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 792-4555","(309)792-4555",41.505,-90.5325
"Floreciente Center 1105","Head Start","350 3rd St","","Moline","IL","61265","1124","Rock Island County",false,"(309) 797-9819","https://maps.google.com?saddr=40.633,-89.399&daddr=41.506,-90.5333","05CH011954","000","Project NOW, Inc., Community Action Agency","418 19th St","","Rock Island","IL","61201","8123","Rock Island County","(309) 797-9819","(309)792-4555",41.506,-90.5333
"Mt. Sterling Home Based Site-First Baptist Church","Early Head Start","140 E Main St","","Mt Sterling","IL","62353","1326","Brown County",false,"(217) 773-3903","https://maps.google.com?saddr=40.633,-89.399&daddr=39.9846,-90.763","05CH010617","200","PACT FOR WEST CENTRAL ILLINOIS","2090 Highway 24"," ","Camp Point","IL","62320","2218","Adams County","(217) 773-3903","(217)773-3903",39.9846,-90.763
"Longfellow","Head Start","4198 7th Ave","","Rock Island","IL","61201","2250","Rock Island County",false,"(309) 793-5975","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5047,-90.5429","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5975","(309) 793-5975",41.5047,-90.5429
"Hanson","Head Start","4000 9th St","","Rock Island","IL","61201","6722","Rock Island County",false,"(309) 793-5930","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4714,-90.5868","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5930","(309) 793-5930",41.4714,-90.5868
"Horace Mann Early Learning Center","Head Start","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County",false,"(309) 793-5928","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4732,-90.5872","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5928","(309) 793-5928",41.4732,-90.5872
"Rock Island Center for Math and Science","Head Start","2101 16th Ave","","Rock Island","IL","61201","3657","Rock Island County",false,"(309) 793-5955","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4957,-90.5706","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5955","(309) 793-5955",41.4957,-90.5706
"Rock Island Academy","Head Start","930 14th St","","Rock Island","IL","61201","2538","Rock Island County",false,"(309) 793-5944","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5019,-90.5794","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5944","(309) 793-5944",41.5019,-90.5794
"Lasting Impressions","Early Head Start","1237 W Station St","","Kankakee","IL","60901","3367","Kankakee County",false,"(815) 936-1242","https://maps.google.com?saddr=40.633,-89.399&daddr=41.119,-87.8824","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 936-1242","(815)741-1163 - 222",41.119,-87.8824
"Skip-A-Long Rock Island","Early Head Start","1609 4th St","","Rock Island","IL","61201","3206","Rock Island County",false,"(1) 309-788","https://maps.google.com?saddr=40.633,-89.399&daddr=41.4958,-90.5915","05HP000451","200","SAL Family and Community Services","1 Montgomery Dr","Ste 30","Moline","IL","61265","1286","Rock Island County","(1) 309-788","(1) 309-788",41.4958,-90.5915
"Play Palz 101","Early Head Start","201 N Wall St","","Kankakee","IL","60901","3424","Kankakee County",false,"(815) 939-0101","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1225,-87.8821","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 939-0101","(815)741-1163 - 222",41.1225,-87.8821
"Marshall","Head Start","600 11th Ave","","Rock Island","IL","61201","2316","Rock Island County",false,"(309) 793-5924","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5006,-90.5893","05CH011614","000","Rock Island School District 41","3530 38th Ave","","Rock Island","IL","61201","6563","Rock Island County","(309) 793-5924","(309) 793-5924",41.5006,-90.5893
"Lasting Impressions","Early Head Start","735 Main St NW","","Bourbonnais","IL","60914","2301","Kankakee County",false,"(815) 937-3553","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1612,-87.8885","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 937-3553","(815)741-1163 - 222",41.1612,-87.8885
"DOUGLAS COUNTY","Head Start","200 E Issacher","","Camargo","IL","61919","-1","Douglas County",false,"(217) 832-3001","https://maps.google.com?saddr=40.633,-89.399&daddr=39.7977,-88.1642","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(217) 832-3001","(217)923-3113",39.7977,-88.1642
"River Valley Migrant & Seasonal Head Start","Migrant and Seasonal Head Start","202 N Schuyler Ave","Ste 107","Kankakee","IL","60901","3643","Kankakee County",false,"(815) 932-0569","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1218,-87.8634","90CM009834","003","Rainbow Learning Enrichment","202 North Schuyler Ave. - Suite 107","","Kankakee","IL","60901","-1","Kankakee County","(815) 932-0569","(815)932-0569",41.1218,-87.8634
"Play Palz 101","Early Head Start","270 N Schuyler Ave","","Kankakee","IL","60901","3833","Kankakee County",false,"(815) 936-0101","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1224,-87.8632","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 936-0101","(815)741-1163 - 222",41.1224,-87.8632
"Rockdale Head Start","Head Start and Early Head Start","1215 Houbolt Rd","Bldg A-1510","Joliet","IL","60431","8938","Will County",false,"(815) 280-2280","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5005,-88.1808","05CH011316","000","Catholic Charities of the Diocese of Joliet, Inc.","203 North Ottawa Street, 3rd Floor","","Joliet","IL","60432","4006","Will County","(815) 280-2280","(815)723-3053",41.5005,-88.1808
"CEFS Head Start 0-5 Program-Pana","Head Start and Early Head Start","721 E Washington St","","Pana","IL","62557","1275","Christian County",false,"(217) 562-5758","https://maps.google.com?saddr=40.633,-89.399&daddr=39.3928,-89.0782","05CH011248","000","C.E.F.S. ECONOMIC OPPORTUNITY CORPORATION","1805 S Banker St","","Effingham","IL","62401","2765","Effingham County","(217) 562-5758","(217)342-2193 - 139",39.3928,-89.0782
"Bourbonnais","Head Start","325 N Convent St","","Bourbonnais","IL","60914","2015","Kankakee County",false,"(815) 802-4951","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1614,-87.8778","05CH011795","000","Kankakee School District 111 Head Start","240 Warren Ave","","Kankakee","IL","60901","4319","Kankakee County","(815) 802-4951","(815)802-4952",41.1614,-87.8778
"Shabbona Elementary","Head Start","321 N Convent St","","Bourbonnais","IL","60914","2015","Kankakee County",false,"(815) 802-4954","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1607,-87.8765","05CH011795","000","Kankakee School District 111 Head Start","240 Warren Ave","","Kankakee","IL","60901","4319","Kankakee County","(815) 802-4954","(815)802-4952",41.1607,-87.8765
"YWCA","Head Start","1086 E Court St","","Kankakee","IL","60901","4255","Kankakee County",false,"(815) 933-4516","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1189,-87.8515","05CH011795","000","Kankakee School District 111 Head Start","240 Warren Ave","","Kankakee","IL","60901","4319","Kankakee County","(815) 933-4516","(815)802-4952",41.1189,-87.8515
"Proegler","Head Start","710 N Chicago Ave","","Kankakee","IL","60901","2129","Kankakee County",false,"(815) 802-4951","https://maps.google.com?saddr=40.633,-89.399&daddr=41.1285,-87.8563","05CH011795","000","Kankakee School District 111 Head Start","240 Warren Ave","","Kankakee","IL","60901","4319","Kankakee County","(815) 802-4951","(815)802-4952",41.1285,-87.8563
"Mary's Little Lamb Early Learning Center, LLC","Early Head Start","525 E Fair St","","Kankakee","IL","60901","2177","Kankakee County",false,"(815) 802-0553","https://maps.google.com?saddr=40.633,-89.399&daddr=41.131,-87.8573","05HP000400","200","Child Care Resource & Referral","187 S Schuyler Ave","Ste 100","Kankakee","IL","60901","3853","Kankakee County","(815) 802-0553","(815)741-1163 - 222",41.131,-87.8573
